time,year,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-19T23:25:07.381Z,2020,38.1733,-117.8125,9.7,4,ml,32,48.36,0.048,0.1486,nn,nn00750384,2021-04-23T20:10:31.420Z,"35 km SE of Mina, Nevada",earthquake,,0.7,0.35,15,reviewed,nn,nn
2020-06-19T20:42:21.454Z,2020,38.1698,-117.8345,6.5,4.9,ml,21,50.72,0.03,0.1765,nn,nn00750312,2020-08-30T00:00:52.040Z,"34 km SE of Mina, Nevada",earthquake,,0.9,0.22,13,reviewed,nn,nn
2020-06-19T10:26:43.704Z,2020,38.1716,-117.8182,11.3,4.3,ml,32,38.23,0.043,0.2135,nn,nn00750130,2020-08-30T00:00:50.040Z,"35 km SE of Mina, Nevada",earthquake,,0.7,0.3,12,reviewed,nn,nn
2020-06-14T12:11:37.617Z,2020,44.2753,-115.048,7.64,4.2,mwr,,35,0.847,0.92,us,us6000abmx,2020-08-22T19:14:51.040Z,"10 km NW of Stanley, Idaho",earthquake,2.3,4.6,0.036,75,reviewed,us,us
2020-06-09T13:54:02.540Z,2020,44.2927,-115.0309,10,4.2,mwr,,65,0.855,0.72,us,us6000a8i5,2020-08-24T08:15:02.319Z,"11 km NW of Stanley, Idaho",earthquake,1.9,1.9,0.029,115,reviewed,us,us
2020-06-09T13:38:54.522Z,2020,38.1775,-117.7726,11.5,4.2,ml,31,47.11,0.054,0.1548,nn,nn00745837,2021-02-12T00:24:22.342Z,"37 km SE of Mina, Nevada",earthquake,,0.6,0.29,10,reviewed,nn,nn
2020-06-08T04:15:05.770Z,2020,35.6376667,-117.4175,3.64,4.29,mw,46,70,0.1205,0.17,ci,ci39469848,2020-08-18T17:59:04.040Z,"14km S of Searles Valley, CA",earthquake,0.15,0.51,,6,reviewed,ci,ci
2020-06-08T03:24:05.884Z,2020,38.2059,-117.7912,5.2,4.8,ml,32,32.66,0.041,0.174,nn,nn00744961,2020-08-18T17:59:04.040Z,"34 km SE of Mina, Nevada",earthquake,,1.1,0.46,9,reviewed,nn,nn
2020-06-06T02:28:14.899Z,2020,38.1678,-117.8007,8.9,4.1,ml,22,47.81,0.056,0.1673,nn,nn00743758,2021-02-18T23:10:26.911Z,"36 km SE of Mina, Nevada",earthquake,,0.8,0.1,8,reviewed,nn,nn
2020-06-04T02:27:54.610Z,2020,36.1498333,-117.9796667,2.01,4.16,mw,40,70,0.106,0.17,ci,ci39462920,2020-08-18T17:58:48.040Z,"12km NNW of Coso Junction, CA",earthquake,0.17,0.5,,6,reviewed,ci,ci
2020-06-04T01:32:11.140Z,2020,35.6148333,-117.4281667,8.44,5.51,mw,85,45,0.0396,0.21,ci,ci39462536,2021-10-08T02:11:10.087Z,"17km S of Searles Valley, CA",earthquake,0.15,0.45,,6,reviewed,ci,ci
2020-05-31T01:07:15.780Z,2020,38.0448333,-118.7618333,8.11,4.34,mw,60,73,0.289,0.06,nc,nc73399446,2020-08-15T20:19:54.040Z,"29km SE of Bodie, CA",earthquake,0.17,1.16,,3,reviewed,nc,nc
2020-05-29T23:43:43.155Z,2020,38.1508,-117.9934,8.9,4,ml,24,42.34,0.029,0.1574,nn,nn00738444,2021-04-23T20:14:55.502Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,0.42,12,reviewed,nn,nn
2020-05-27T16:03:23.888Z,2020,38.1752,-117.8019,9.5,4.2,ml,32,51.09,0.056,0.1661,nn,nn00736420,2020-11-13T09:31:48.496Z,"35 km SE of Mina, Nevada",earthquake,,0.7,0.22,9,reviewed,nn,nn
2020-05-22T13:01:06.439Z,2020,38.1286,-118.0615,6.1,4.2,ml,27,43.91,0.081,0.1907,nn,nn00731265,2021-02-11T23:00:31.934Z,"29 km S of Mina, Nevada",earthquake,,1.3,0.33,11,reviewed,nn,nn
2020-05-22T00:22:00.588Z,2020,38.2309,-117.7939,7.2,5.1,ml,31,47.16,0.092,0.1378,nn,nn00730721,2020-08-08T18:17:48.040Z,"32 km ESE of Mina, Nevada",earthquake,,1.4,0.44,11,reviewed,nn,nn
2020-05-21T11:33:49.614Z,2020,44.3926,-115.1563,5.67,4.4,mwr,,57,0.919,0.7,us,us70009me1,2020-08-24T05:35:03.669Z,"26 km NW of Stanley, Idaho",earthquake,2.5,5.6,0.034,83,reviewed,us,us
2020-05-20T12:38:37.405Z,2020,38.2073,-117.7592,5.71,4.3,ml,,71,0.136,1.13,us,us6000a0ze,2020-08-08T18:17:33.040Z,"36 km ESE of Mina, Nevada",earthquake,1.1,3,0.06,36,reviewed,us,us
2020-05-20T12:36:53.447Z,2020,38.2012,-117.7453,11.7,5,ml,20,49.32,0.128,0.1674,nn,nn00729332,2020-08-09T10:22:23.139Z,"38 km ESE of Mina, Nevada",earthquake,,1.3,0.1,4,reviewed,nn,nn
2020-05-20T09:46:16.713Z,2020,38.1351,-118.0676,7.1,4.1,ml,28,43.62,0.085,0.1304,nn,nn00729215,2021-02-16T21:29:17.287Z,"28 km S of Mina, Nevada",earthquake,0.53,0.8,0.25,9,reviewed,nn,nn
2020-05-20T03:13:49.191Z,2020,38.1373,-118.0667,7.1,4,ml,19,43.51,0.085,0.1152,nn,nn00728954,2021-02-18T23:49:12.419Z,"28 km S of Mina, Nevada",earthquake,,1.3,0.5,5,reviewed,nn,nn
2020-05-19T22:12:45.639Z,2020,38.1755,-117.8535,8.1,4.6,ml,23,47.6,0.091,0.1864,nn,nn00728819,2021-02-10T16:52:07.942Z,"32 km SE of Mina, Nevada",earthquake,,1.7,0.38,10,reviewed,nn,nn
2020-05-19T15:58:31.620Z,2020,40.4538333,-124.562,23.64,4.17,mw,25,256,0.1727,0.14,nc,nc73390316,2020-08-24T12:07:28.053Z,"28km WNW of Petrolia, CA",earthquake,1.6,0.81,,3,reviewed,nc,nc
2020-05-19T10:58:43.114Z,2020,38.1776,-117.7921,8.4,4,ml,25,57.33,0.121,0.1299,nn,nn00728633,2021-02-19T00:53:45.208Z,"36 km SE of Mina, Nevada",earthquake,,1,0.18,7,reviewed,nn,nn
2020-05-19T09:08:33.875Z,2020,38.1782,-117.8017,10.5,4.3,ml,25,48.55,0.125,0.1638,nn,nn00728546,2021-02-11T17:49:06.854Z,"35 km SE of Mina, Nevada",earthquake,,0.8,0.33,7,reviewed,nn,nn
2020-05-18T02:19:08.415Z,2020,38.1651,-118.0999,5.9,4.3,ml,26,42.25,0.114,0.1793,nn,nn00727712,2021-02-11T18:00:00.260Z,"25 km S of Mina, Nevada",earthquake,,2.5,0.39,12,reviewed,nn,nn
2020-05-17T21:47:44.646Z,2020,38.1449,-118.0462,5,4.3,ml,27,43.03,0.069,0.1438,nn,nn00727575,2021-02-11T16:27:24.226Z,"27 km SSE of Mina, Nevada",earthquake,,1.2,0.35,8,reviewed,nn,nn
2020-05-17T21:17:02.474Z,2020,38.1749,-117.8028,10.4,4.7,ml,24,46.81,0.056,0.1201,nn,nn00727561,2021-02-10T16:19:28.315Z,"35 km SE of Mina, Nevada",earthquake,,0.8,0.14,7,reviewed,nn,nn
2020-05-17T11:53:53.336Z,2020,38.15,-117.9553,9.6,4.5,ml,26,51.9,0.012,0.2003,nn,nn00727244,2021-02-10T18:37:20.105Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.5,9,reviewed,nn,nn
2020-05-17T08:28:48.506Z,2020,38.1618,-117.8439,7.3,4.3,ml,22,47.6,0.094,0.1468,nn,nn00727120,2021-02-11T18:57:51.691Z,"34 km SE of Mina, Nevada",earthquake,,1.2,0.31,8,reviewed,nn,nn
2020-05-16T23:27:14.582Z,2020,38.1425,-118.0327,4.7,4.4,ml,23,43.07,0.058,0.1244,nn,nn00726772,2021-02-10T19:56:30.719Z,"28 km SSE of Mina, Nevada",earthquake,,1,0.21,7,reviewed,nn,nn
2020-05-16T11:50:54.310Z,2020,38.2118,-117.7347,16.8,4.6,ml,18,49.8,0.397,0.1743,nn,nn00726353,2021-02-10T17:41:27.152Z,"38 km ESE of Mina, Nevada",earthquake,,0.8,0.26,4,reviewed,nn,nn
2020-05-16T04:12:21.434Z,2020,38.1313,-117.9756,5,4.6,ml,28,43.49,0.333,0.263,nn,nn00726009,2020-08-02T00:30:33.040Z,"31 km SSE of Mina, Nevada",earthquake,,1.4,0.46,10,reviewed,nn,nn
2020-05-15T22:46:30.266Z,2020,38.1692,-117.8419,10.6,4.3,ml,21,45.85,0.361,0.1373,nn,nn00725777,2021-02-11T17:02:44.685Z,"33 km SE of Mina, Nevada",earthquake,,2.2,0.28,7,reviewed,nn,nn
2020-05-15T22:15:49.953Z,2020,38.1518,-118.0136,5.4,4.3,ml,23,42.73,0.302,0.2603,nn,nn00725752,2021-02-10T22:11:40.041Z,"27 km SSE of Mina, Nevada",earthquake,,1.5,0.25,8,reviewed,nn,nn
2020-05-15T21:59:43.287Z,2020,38.1656,-117.7984,6.1,4.2,ml,21,47.89,0.387,0.1841,nn,nn00725743,2021-02-11T22:07:19.334Z,"36 km SE of Mina, Nevada",earthquake,,2.6,0.33,6,reviewed,nn,nn
2020-05-15T18:10:32.484Z,2020,38.1858,-117.8436,6.4,4.2,ml,14,49.17,0.348,0.1958,nn,nn00725563,2021-02-12T01:10:12.531Z,"32 km SE of Mina, Nevada",earthquake,,4.3,0.23,7,reviewed,nn,nn
2020-05-15T17:50:16.941Z,2020,38.173,-117.8295,5.8,4.7,ml,15,48.44,0.365,0.1766,nn,nn00725546,2021-04-23T20:19:13.254Z,"34 km SE of Mina, Nevada",earthquake,,3.5,0.28,7,reviewed,nn,nn
2020-05-15T15:23:24.676Z,2020,38.1667,-117.8006,7.6,4.8,ml,14,46.65,0.385,0.1628,nn,nn00725454,2020-08-02T00:31:20.040Z,"36 km SE of Mina, Nevada",earthquake,,4.3,0.32,6,reviewed,nn,nn
2020-05-15T13:51:37.151Z,2020,38.1692,-117.9421,6.7,4.2,ml,21,90.57,0.312,0.198,nn,nn00725387,2021-02-11T23:47:41.018Z,"28 km SSE of Mina, Nevada",earthquake,,2.8,0.54,9,reviewed,nn,nn
2020-05-15T13:02:12.301Z,2020,38.1663,-117.7952,7.6,4.3,ml,14,46.68,0.389,0.167,nn,nn00725345,2020-08-02T00:31:33.040Z,"37 km SE of Mina, Nevada",earthquake,,2.4,0.33,6,reviewed,nn,nn
2020-05-15T12:00:41.572Z,2020,38.1667,-117.8104,6.3,4.5,ml,17,47.15,0.38,0.1735,nn,nn00725312,2020-08-02T00:31:39.040Z,"36 km SE of Mina, Nevada",earthquake,,2.8,0.33,9,reviewed,nn,nn
2020-05-15T11:52:07.184Z,2020,38.1469,-117.9831,5.8,4.8,ml,17,43.51,0.316,0.1775,nn,nn00725306,2020-08-02T00:31:40.040Z,"29 km SSE of Mina, Nevada",earthquake,,2,0.4,8,reviewed,nn,nn
2020-05-15T11:30:16.409Z,2020,38.1337,-117.9888,5.5,4,ml,18,46.72,0.327,0.1651,nn,nn00725296,2020-08-02T00:31:42.040Z,"30 km SSE of Mina, Nevada",earthquake,,2.9,0.43,9,reviewed,nn,nn
2020-05-15T11:26:01.747Z,2020,38.1811,-117.8711,6.8,5.1,ml,18,49,0.337,0.2335,nn,nn00725291,2020-08-02T00:31:42.040Z,"31 km SE of Mina, Nevada",earthquake,,8.6,0.42,10,reviewed,nn,nn
2020-05-15T11:18:12.392Z,2020,38.1596,-117.9598,3.8,4.9,ml,14,47.97,0.314,0.178,nn,nn00725284,2020-08-02T00:31:44.040Z,"28 km SSE of Mina, Nevada",earthquake,,4.3,0.43,6,reviewed,nn,nn
2020-05-15T11:12:37.268Z,2020,38.2029,-117.8787,6.7,4,ml,13,83.09,0.316,0.2601,nn,nn00725279,2020-08-02T00:31:45.040Z,"28 km SE of Mina, Nevada",earthquake,,3.6,0.25,3,reviewed,nn,nn
2020-05-15T11:09:09.140Z,2020,38.1406,-117.9952,10.8,4.1,ml,10,84.4,0.318,0.1526,nn,nn00725277,2020-08-02T00:31:45.040Z,"29 km SSE of Mina, Nevada",earthquake,,1.8,0.03,2,reviewed,nn,nn
2020-05-15T11:03:27.176Z,2020,38.1689,-117.8497,2.7,6.5,ml,27,55.79,0.357,0.2669,nn,nn00725272,2021-05-15T11:13:44.782Z,"Monte Cristo Range, NV Earthquake",earthquake,,2.1,,,reviewed,nn,nn
2020-05-14T00:21:52.105Z,2020,44.4149,-115.2139,12.75,4.4,mwr,,61,0.875,1,us,us70009fq3,2020-08-24T09:38:14.549Z,"31 km NW of Stanley, Idaho",earthquake,2.7,2.1,0.036,75,reviewed,us,us
2020-05-10T22:07:40.370Z,2020,33.0183333,-116.0201667,10.16,4.54,mw,141,21,0.138,0.27,ci,ci38488354,2020-12-05T14:57:36.984Z,"17km SE of Ocotillo Wells, CA",earthquake,0.14,0.48,,6,reviewed,ci,ci
2020-04-27T03:46:00.410Z,2020,35.6738333,-117.4963333,8.76,4,mw,81,40,0.1368,0.18,ci,ci39406880,2020-07-11T22:19:10.040Z,"13km SW of Searles Valley, CA",earthquake,0.11,0.36,,6,reviewed,ci,ci
2020-04-21T05:58:01.548Z,2020,44.4179,-115.1849,10,4.1,mwr,,47,0.354,0.5,us,us700090vm,2020-07-09T14:31:39.040Z,"29 km NW of Stanley, Idaho",earthquake,2.5,2,0.032,96,reviewed,us,us
2020-04-21T05:13:31.300Z,2020,38.0443333,-118.7553333,6.84,4.01,mw,52,95,0.2858,0.06,nc,nc73374265,2020-07-09T14:31:39.040Z,"29km SE of Bodie, CA",earthquake,0.23,1.65,,4,reviewed,nc,nc
2020-04-16T13:41:29.470Z,2020,40.7358333,-112.0621667,9.52,4.19,ml,52,32,0.02144,0.16,uu,uu60378837,2021-05-05T21:07:02.760Z,"4 km NE of Magna, Utah",earthquake,0.24,0.31,0.217,28,reviewed,uu,uu
2020-04-15T02:56:09.370Z,2020,40.7338333,-112.0576667,9.03,4.17,ml,60,27,0.01793,0.18,uu,uu60378292,2021-03-06T06:45:16.099Z,"4 km NE of Magna, Utah",earthquake,0.24,0.33,0.159,30,reviewed,uu,uu
2020-04-11T21:36:45.620Z,2020,38.0468333,-118.7513333,6.34,4.03,mw,59,90,0.2818,0.09,nc,nc73368095,2020-06-30T14:02:59.040Z,"29km SE of Bodie, CA",earthquake,0.2,1.65,,4,reviewed,nc,nc
2020-04-11T17:57:38.911Z,2020,44.3243,-115.1417,10,4.1,mwr,,28,0.299,0.59,us,us70008u2r,2020-06-30T14:02:58.040Z,"20 km NW of Stanley, Idaho",earthquake,2.5,1.9,0.036,76,reviewed,us,us
2020-04-11T16:22:50.940Z,2020,38.0421667,-118.758,8.94,4.57,mw,62,89,0.2888,0.1,nc,nc73367575,2021-03-05T23:34:53.941Z,"29km SE of Bodie, CA",earthquake,0.19,1.08,,4,reviewed,nc,nc
2020-04-11T14:36:37.040Z,2020,38.0525,-118.7333333,8.45,5.24,mw,46,97,0.268,0.06,nc,nc73367270,2021-04-11T14:46:53.802Z,"30km SE of Bodie, CA",earthquake,0.21,1.15,,4,reviewed,nc,nc
2020-04-05T19:20:46.230Z,2020,37.5271667,-118.8526667,7.82,4.05,mw,42,89,0.06548,0.05,nc,nc73364330,2020-06-26T12:03:50.594Z,"16km WSW of Toms Place, CA",earthquake,0.21,0.49,,4,reviewed,nc,nc
2020-04-04T01:53:18.920Z,2020,33.4895,-116.5063333,10.45,4.87,mw,175,23,0.07088,0.22,ci,ci39126079,2021-08-05T22:24:31.147Z,"17km ESE of Anza, CA",earthquake,0.1,0.27,,6,reviewed,ci,ci
2020-04-03T20:21:45.800Z,2020,44.3263,-115.1512,10,4,mwr,,64,0.931,1.12,us,us70008mzy,2020-06-21T00:54:52.040Z,"20 km NW of Stanley, Idaho",earthquake,3.5,1.8,0.05,38,reviewed,us,us
2020-04-01T02:23:26.699Z,2020,44.3232,-115.1185,13.89,4,mwr,,48,0.915,0.46,us,us70008juh,2020-06-21T00:54:27.040Z,"18 km NW of Stanley, Idaho",earthquake,1.2,10.2,,21,reviewed,us,slm
2020-04-01T02:09:04.810Z,2020,44.3437,-115.167,6.51,4.4,mwr,,37,0.951,0.75,us,us70008jtv,2020-06-21T00:54:27.040Z,"23 km NW of Stanley, Idaho",earthquake,3.2,5.1,0.039,62,reviewed,us,us
2020-04-01T00:27:41.034Z,2020,44.3232,-115.1673,10,4.8,mww,,39,0.935,0.81,us,us70008js1,2020-06-21T00:54:27.040Z,"21 km WNW of Stanley, Idaho",earthquake,2.9,1.8,0.11,8,reviewed,us,us
2020-03-31T23:52:30.781Z,2020,44.4646,-115.1175,12.06,6.5,mww,,31,0.885,0.66,us,us70008jr5,2021-05-21T15:51:31.615Z,"Stanley, Idaho",earthquake,8.5,3.8,0.021,212,reviewed,us,us
2020-03-26T15:16:27.940Z,2020,31.7168,-104.0419,9.51,5,mww,,25,0.218,0.64,us,us70008ggn,2021-09-09T05:48:28.256Z,"41 km W of Mentone, Texas",earthquake,2.4,3.3,0.034,81,reviewed,us,us
2020-03-25T11:57:38.000Z,2020,38.7903333,-122.765,2.15,4.06,mw,104,48,0.01108,0.08,nc,nc73358970,2020-06-13T18:44:54.040Z,"2km NNW of The Geysers, CA",earthquake,0.09,0.16,,3,reviewed,nc,nc
2020-03-23T05:53:57.260Z,2020,35.9555,-117.363,0.94,4.32,mw,40,52,0.09128,0.18,ci,ci39111991,2020-06-06T20:54:09.040Z,"21km N of Searles Valley, CA",earthquake,0.16,0.37,,6,reviewed,ci,ci
2020-03-22T16:27:38.070Z,2020,40.4251667,-124.827,12.4,4.78,mw,117,227,0.3769,0.16,nc,nc73357410,2020-06-06T20:54:06.040Z,"47km WNW of Petrolia, CA",earthquake,0.36,0.49,,7,reviewed,nc,nc
2020-03-21T01:33:35.369Z,2020,39.1112,-119.7361,8.4,4.5,ml,31,28.07,0.029,0.1334,nn,nn00719663,2021-08-19T14:27:00.405Z,"5 km NE of Indian Hills, Nevada",earthquake,,1.2,0.38,5,reviewed,nn,nn
2020-03-18T22:08:20.920Z,2020,40.3475,-124.4561667,28.61,5.21,mw,34,248,0.105,0.16,nc,nc73355700,2021-03-18T22:18:33.066Z,"15km W of Petrolia, CA",earthquake,0.78,0.55,,5,reviewed,nc,nc
2020-03-18T19:12:23.610Z,2020,40.751,-112.059,10.65,4.57,mw,39,47,0.02976,0.21,uu,uu60364832,2021-05-05T21:07:00.700Z,"5 km NE of Magna, Utah",earthquake,0.32,0.53,,12,reviewed,uu,uu
2020-03-18T14:02:12.830Z,2020,40.7605,-112.0693333,9.07,4.59,mw,21,58,0.03587,0.19,uu,uu60363822,2020-06-06T20:53:47.040Z,"6 km NNE of Magna, Utah",earthquake,0.39,0.8,,17,reviewed,uu,uu
2020-03-18T13:10:59.440Z,2020,40.7221667,-112.1076667,9.24,4.17,md,22,83,0.04049,0.21,uu,uu60020664,2021-02-19T19:19:47.211Z,"1 km NNW of Magna, Utah",earthquake,0.46,0.84,0.275,4,reviewed,uu,uu
2020-03-18T13:10:16.960Z,2020,40.7475,-112.0801667,6.94,4.01,md,8,91,0.03942,0.15,uu,uu60020264,2020-04-16T14:48:30.616Z,"4 km NNE of Magna, Utah",earthquake,0.59,1.13,0.209,2,reviewed,uu,uu
2020-03-18T13:09:31.530Z,2020,40.751,-112.0783333,11.9,5.7,mw,54,50,0.04022,0.2,uu,uu60363602,2021-10-04T19:56:06.068Z,"5 km NNE of Magna, Utah",earthquake,0.3,0.39,,0,reviewed,uu,uu
2020-03-13T22:37:29.787Z,2020,37.5417,-117.7428,5.8,4,ml,16,34.16,0.252,0.1742,nn,nn00718984,2020-05-30T22:17:06.040Z,"25 km SSW of Silver Peak, Nevada",earthquake,,2.2,0.53,6,reviewed,nn,nn
2020-03-07T03:52:03.180Z,2020,31.6893333,-114.5405,9.98,5.49,mw,13,106,0.3208,0.35,ci,ci38385946,2020-12-29T17:53:39.882Z,"71km SE of Estacion Coahuila, B.C., MX",earthquake,0.78,31.61,,6,reviewed,ci,ci
2020-02-22T19:14:27.580Z,2020,40.2895,-124.6736667,7.07,4.33,mw,27,286,0.2533,0.16,nc,nc73344735,2020-05-09T21:41:12.040Z,"33km W of Petrolia, CA",earthquake,1.48,0.86,,4,reviewed,nc,nc
2020-02-01T18:36:54.340Z,2020,37.5891667,-118.8216667,9.78,4.41,mw,41,96,0.005974,0.05,nc,nc73334451,2020-04-18T22:10:10.040Z,"13km WNW of Toms Place, CA",earthquake,0.22,0.28,,5,reviewed,nc,nc
2020-01-25T03:03:34.920Z,2020,35.0975,-116.9696667,3.07,4.62,mw,46,33,0.2228,0.14,ci,ci39281440,2021-03-20T23:26:23.039Z,"23km NNE of Barstow, CA",earthquake,0.14,0.66,,6,reviewed,ci,ci
2020-01-19T19:08:42.322Z,2020,38.0246,-97.973,5,4.5,mwr,,89,0.026,0.29,us,us60007att,2020-12-08T17:01:31.990Z,"2 km W of South Hutchinson, Kansas",earthquake,1.9,1.6,0.037,71,reviewed,us,us
2020-01-02T10:13:00.020Z,2020,33.9173333,-119.2283333,5.94,4.03,mw,80,150,0.2607,0.29,ci,ci39020663,2020-04-02T21:56:45.820Z,"26km S of Port Hueneme, CA",earthquake,0.41,31.61,,6,reviewed,ci,ci
2019-12-19T15:30:12.980Z,2019,40.2758333,-124.3633333,21.4,4.06,mw,28,231,0.02026,0.07,nc,nc73316566,2020-03-07T17:47:35.040Z,"9km SW of Petrolia, CA",earthquake,0.55,0.18,,4,reviewed,nc,nc
2019-12-17T18:29:21.030Z,2019,35.8058333,-120.356,6.25,4.29,mw,78,45,0.02666,0.08,nc,nc73315876,2020-04-05T08:59:48.017Z,"11km NNW of Cholame, CA",earthquake,0.12,0.22,,8,reviewed,nc,nc
2019-11-30T01:45:12.620Z,2019,42.776,-124.4766667,16.65,4.53,ml,15,142,,0.25,uw,uw61562126,2020-02-19T18:58:22.040Z,"3 km NNE of Port Orford, Oregon",earthquake,0.4,0.79,0.124880414,10,reviewed,uw,uw
2019-11-03T20:34:57.030Z,2019,38.775,-122.767,3.12,4.15,mw,67,34,0.03966,0.13,nc,nc73300395,2020-01-18T20:00:57.040Z,"1km WSW of The Geysers, CA",earthquake,0.13,0.46,,4,reviewed,nc,nc
2019-10-15T19:42:30.540Z,2019,36.6455,-121.274,10.1,4.71,mw,89,54,0.04759,0.14,nc,nc73292360,2020-09-29T22:06:48.876Z,"17km SSE of Tres Pinos, CA",earthquake,0.15,0.31,,4,reviewed,nc,nc
2019-10-15T05:33:42.810Z,2019,37.938,-122.057,13.97,4.46,mw,148,22,0.0205,0.1,nc,nc73291880,2021-07-09T15:53:09.026Z,"1km SSE of Pleasant Hill, CA",earthquake,0.1,0.18,,4,reviewed,nc,nc
2019-09-30T21:47:13.102Z,2019,32.9236,-100.8619,5,4,mwr,,30,0.066,0.99,us,us70005p48,2019-12-20T19:04:08.040Z,"23 km NNE of Snyder, Texas",earthquake,3.4,2,0.037,71,reviewed,us,us
2019-09-10T04:25:55.631Z,2019,39.5419,-116.5599,9.1,4.6,ml,53,67.17,0.857,0.2275,nn,nn00703188,2019-12-05T18:30:53.040Z,"44 km E of Austin, Nevada",earthquake,,2.2,0.27,23,reviewed,nn,nn
2019-08-23T05:34:09.740Z,2019,35.9078333,-117.7046667,7.14,4.33,mw,82,20,0.005992,0.18,ci,ci38999296,2021-10-07T19:25:42.120Z,"18km E of Little Lake, CA",earthquake,0.11,0.28,,6,reviewed,ci,ci
2019-08-22T20:49:50.180Z,2019,35.9076667,-117.709,4.93,4.89,mw,78,20,0.007928,0.2,ci,ci38996632,2021-10-07T19:18:11.160Z,"18km E of Little Lake, CA",earthquake,0.12,0.28,,6,reviewed,ci,ci
2019-08-18T08:45:29.680Z,2019,38.0146,-98.005,5,4.1,mwr,,186,0.689,0.43,us,us600056mz,2020-07-13T11:05:00.205Z,"5 km WSW of South Hutchinson, Kansas",earthquake,2.6,2,0.043,52,reviewed,us,us
2019-08-16T12:59:10.201Z,2019,38.0254,-97.9827,5,4.2,mwr,,188,0.697,0.26,us,us600055xa,2020-07-07T22:53:14.522Z,"3 km W of South Hutchinson, Kansas",earthquake,1.5,2,0.035,80,reviewed,us,us
2019-08-16T00:02:36.718Z,2019,45.8897,-111.3655,2.36,4.2,mwr,,44,0.027,0.56,us,us600055qk,2020-04-01T02:35:48.852Z,"4 km NW of Manhattan, Montana",earthquake,1.3,4.8,0.052,36,reviewed,us,us
2019-08-06T04:27:04.883Z,2019,45.8803,-111.3572,5,4.1,mwr,,46,0.03,0.7,us,us6000515j,2020-10-09T18:17:35.458Z,"3 km NW of Manhattan, Montana",earthquake,1.8,1.8,0.048,41,reviewed,us,us
2019-07-26T00:42:47.770Z,2019,35.9258333,-117.7066667,3.79,4.74,mw,79,23,0.05071,0.16,ci,ci38644943,2021-10-05T21:47:07.220Z,"18km E of Little Lake, CA",earthquake,0.1,0.28,,6,reviewed,ci,ci
2019-07-23T07:45:02.530Z,2019,35.625,-117.4266667,5.51,4.15,mw,101,25,0.04011,0.16,ci,ci38628799,2021-10-05T21:30:23.150Z,"16km S of Searles Valley, CA",earthquake,0.09,0.19,,6,reviewed,ci,ci
2019-07-22T16:26:56.070Z,2019,33.9966667,-116.045,8.23,4.2,mw,146,34,0.1088,0.16,ci,ci38624623,2021-10-07T20:02:28.510Z,"16km S of Twentynine Palms, CA",earthquake,0.09,0.3,,6,reviewed,ci,ci
2019-07-18T03:59:14.720Z,2019,36.113,-117.8875,1.56,4.64,mw,78,54,0.02682,0.18,ci,ci38593535,2021-10-06T19:26:39.990Z,"9km NE of Coso Junction, CA",earthquake,0.12,0.26,,6,reviewed,ci,ci
2019-07-17T02:29:07.380Z,2019,36.116,-117.884,5.3,4.37,mw,77,53,0.02365,0.19,ci,ci38585023,2021-09-23T20:46:17.110Z,"10km NE of Coso Junction, CA",earthquake,0.12,0.3,,6,reviewed,ci,ci
2019-07-16T20:15:36.780Z,2019,35.7836667,-117.6143333,3.56,4.47,mw,89,31,0.0348,0.2,ci,ci38583335,2021-09-01T22:55:47.480Z,"19km NNE of Ridgecrest, CA",earthquake,0.11,0.29,,6,reviewed,ci,ci
2019-07-16T20:11:01.470Z,2019,37.8186667,-121.7568333,12.38,4.31,mw,136,75,0.03726,0.14,nc,nc73225421,2020-07-02T08:55:30.238Z,"12km WSW of Byron, CA",earthquake,0.17,0.29,,4,reviewed,nc,nc
2019-07-15T08:38:45.240Z,2019,36.056,-117.8506667,2.26,4.21,mw,74,52,0.05794,0.16,ci,ci38572055,2021-08-20T22:01:48.280Z,"9km E of Coso Junction, CA",earthquake,0.11,0.18,,4,reviewed,ci,ci
2019-07-14T01:52:45.905Z,2019,45.9495,-111.2715,6.31,4,mwr,,50,0.061,1.11,us,us70004jv8,2021-08-25T18:59:01.481Z,"11 km NNE of Manhattan, Montana",earthquake,2.5,4.9,0.039,62,reviewed,us,us
2019-07-12T13:11:37.990Z,2019,35.6368333,-117.5861667,9.48,4.9,mw,103,16,0.02027,0.16,ci,ci38548295,2021-08-16T20:18:35.990Z,"8km ENE of Ridgecrest, CA",earthquake,0.09,0.18,,6,reviewed,ci,ci
2019-07-12T09:51:38.340Z,2019,47.87283333,-122.0163333,28.82,4.58,ml,75,37,,0.44,uw,uw61535372,2020-12-16T03:06:17.822Z,"2 km S of Roosevelt, Washington",earthquake,0.53,0.88,0.175257669,49,reviewed,uw,uw
2019-07-11T23:45:18.680Z,2019,35.9501667,-117.7031667,4.32,4.13,mw,78,33,0.04289,0.18,ci,ci38538991,2020-03-30T19:37:05.929Z,"18km E of Little Lake, CA",earthquake,0.11,0.22,,6,reviewed,ci,ci
